ts_code,trade_date,high,low,close
000985.CSI,20210225,5787.6876,5716.2331,5729.9131
000985.CSI,20210224,5862.7581,5669.6463,5727.2327
000985.CSI,20210223,5900.2304,5811.2944,5839.8954
000985.CSI,20210222,6009.3165,5863.7441,5863.7441
000985.CSI,20210219,5982.0176,5853.9275,5977.4226
000985.CSI,20210218,6041.3823,5904.0612,5930.6106
000985.CSI,20210210,5932.7361,5836.6478,5918.5922
000985.CSI,20210209,5827.3064,5703.0741,5826.2763
000985.CSI,20210208,5718.5577,5612.9201,5702.5332
000985.CSI,20210205,5710.1818,5625.0936,5628.4284
000985.CSI,20210204,5718.7077,5592.2213,5660.392
000985.CSI,20210203,5764.5089,5701.9299,5706.4827
000985.CSI,20210202,5744.3932,5650.0885,5742.1967
000985.CSI,20210201,5669.9147,5601.7108,5667.7869
000985.CSI,20210129,5715.1625,5545.8507,5615.5745
000985.CSI,20210128,5761.0557,5653.1588,5665.264
000985.CSI,20210127,5814.159,5727.7294,5805.7559
000985.CSI,20210126,5877.6426,5782.778,5791.2593
000985.CSI,20210125,5944.6673,5850.6649,5902.0349
000985.CSI,20210122,5891.1672,5830.0332,5885.3459
000985.CSI,20210121,5912.1949,5815.2802,5884.7249
000985.CSI,20210120,5812.7698,5744.1408,5804.3862
000985.CSI,20210119,5829.3354,5736.2082,5755.5835
000985.CSI,20210118,5831.2332,5711.7042,5817.5207
000985.CSI,20210115,5764.2447,5666.2853,5740.2818
000985.CSI,20210114,5803.2649,5721.6353,5735.211
000985.CSI,20210113,5874.6774,5772.6897,5812.2742
000985.CSI,20210112,5851.0088,5703.6767,5851.0088
000985.CSI,20210111,5839.1229,5697.8504,5726.6583
000985.CSI,20210108,5841.296,5756.6187,5804.6007
000985.CSI,20210107,5819.752,5739.873,5819.752
000985.CSI,20210106,5818.7864,5726.489,5791.312
000985.CSI,20210105,5780.6687,5678.2142,5780.6687
000985.CSI,20210104,5725.8606,5613.4157,5712.1841
000985.CSI,20201231,5623.7745,5533.774,5621.7288
000985.CSI,20201230,5525.3526,5450.291,5524.2397
000985.CSI,20201229,5501.6216,5449.0595,5454.4269
000985.CSI,20201228,5511.6929,5460.2816,5483.8079
000985.CSI,20201225,5487.7551,5410.6912,5485.7165
000985.CSI,20201224,5490.6919,5419.4942,5434.9882
000985.CSI,20201223,5501.3647,5440.668,5480.6786
000985.CSI,20201222,5538.486,5430.6434,5435.0881
000985.CSI,20201221,5539.0069,5449.3606,5538.3332
000985.CSI,20201218,5498.7759,5446.6204,5465.5814
000985.CSI,20201217,5486.8413,5394.8922,5483.7163
000985.CSI,20201216,5444.5641,5409.4651,5422.4615
000985.CSI,20201215,5442.5067,5395.4858,5434.0388
000985.CSI,20201214,5423.7559,5357.1881,5421.8574
000985.CSI,20201211,5455.1355,5328.534,5371.694
000985.CSI,20201210,5467.6793,5408.1439,5440.7954
000985.CSI,20201209,5541.4338,5439.0507,5439.0507
000985.CSI,20201208,5550.7258,5513.7259,5525.2836
000985.CSI,20201207,5571.6386,5527.9658,5531.9605
000985.CSI,20201204,5571.5186,5516.6091,5564.9277
000985.CSI,20201203,5563.9653,5523.7081,5548.024
000985.CSI,20201202,5567.6883,5526.6962,5555.8206
000985.CSI,20201201,5556.09,5445.168,5550.5876
000985.CSI,20201130,5529.1727,5450.5039,5450.5039
000985.CSI,20201127,5470.4812,5407.1614,5470.4812
000985.CSI,20201126,5448.7298,5383.7159,5432.5492
000985.CSI,20201125,5541.0552,5438.5611,5438.5611
000985.CSI,20201124,5538.6938,5506.6089,5521.103
000985.CSI,20201123,5566.5228,5480.6098,5539.2848
000985.CSI,20201120,5493.0712,5451.8147,5488.7726
000985.CSI,20201119,5469.2113,5396.4404,5459.526
000985.CSI,20201118,5453.879,5403.7701,5426.9427
000985.CSI,20201117,5454.0696,5395.6052,5428.0765
000985.CSI,20201116,5456.7264,5391.9232,5456.7264
000985.CSI,20201113,5418.3523,5364.2031,5402.7702
000985.CSI,20201112,5454.3452,5413.9659,5435.1379
000985.CSI,20201111,5493.5867,5422.911,5425.8017
000985.CSI,20201110,5546.3953,5467.3129,5494.1042
000985.CSI,20201109,5553.5194,5457.3545,5536.0945
000985.CSI,20201106,5462.1395,5384.7647,5423.9631
000985.CSI,20201105,5448.9554,5390.4324,5448.9554
000985.CSI,20201104,5372.8926,5316.8659,5361.2516
000985.CSI,20201103,5351.0696,5277.569,5343.7954
000985.CSI,20201102,5280.5862,5231.66,5266.9348
000985.CSI,20201030,5355.0891,5231.523,5241.1747
000985.CSI,20201029,5373.0846,5253.8928,5346.8994
000985.CSI,20201028,5340.5284,5261.0734,5326.0092
000985.CSI,20201027,5304.2453,5259.2664,5297.0037
000985.CSI,20201026,5306.6687,5214.5496,5284.8498
000985.CSI,20201023,5402.7591,5290.0744,5295.6172
000985.CSI,20201022,5390.171,5320.2396,5374.5496
000985.CSI,20201021,5438.8248,5368.7731,5395.7818
000985.CSI,20201020,5432.8171,5358.1434,5432.8171
000985.CSI,20201019,5475.383,5372.9279,5383.3606
000985.CSI,20201016,5456.2009,5389.5563,5424.6049
000985.CSI,20201015,5477.7355,5435.3348,5436.2907
000985.CSI,20201014,5490.8138,5451.8515,5462.8716
000985.CSI,20201013,5506.0877,5451.0616,5499.6998
000985.CSI,20201012,5481.9514,5351.7349,5481.9514
000985.CSI,20201009,5331.3668,5274.8394,5319.4489
000985.CSI,20200930,5237.5176,5161.8993,5189.3574
000985.CSI,20200929,5221.8932,5172.1648,5195.9562
000985.CSI,20200928,5214.3103,5160.5635,5165.0604
000985.CSI,20200925,5225.0825,5166.7968,5187.2912
000985.CSI,20200924,5281.8704,5192.4088,5192.7088
000985.CSI,20200923,5326.7144,5277.1178,5311.6541
000985.CSI,20200922,5365.6087,5270.8704,5286.9878
000985.CSI,20200921,5405.4259,5347.9625,5354.6709
000985.CSI,20200918,5388.9813,5282.623,5387.1105
000985.CSI,20200917,5324.8432,5241.1962,5287.8697
000985.CSI,20200916,5330.7563,5273.5011,5297.7928
000985.CSI,20200915,5339.5844,5281.8832,5337.3485
000985.CSI,20200914,5321.2445,5264.9786,5302.5738
000985.CSI,20200911,5261.243,5172.3982,5256.6234
000985.CSI,20200910,5321.9259,5181.1572,5193.2028
000985.CSI,20200909,5355.4313,5247.7106,5268.4419
000985.CSI,20200908,5419.9694,5335.1284,5408.8298
000985.CSI,20200907,5515.5298,5357.238,5375.8657
000985.CSI,20200904,5493.5045,5421.9433,5485.2751
000985.CSI,20200903,5584.9951,5502.3468,5522.0849
000985.CSI,20200902,5585.9242,5508.2179,5564.6916
000985.CSI,20200901,5556.5008,5493.8842,5556.5008
000985.CSI,20200831,5608.2715,5524.916,5525.2146
000985.CSI,20200828,5546.5918,5421.0904,5541.3481
000985.CSI,20200827,5442.4754,5365.7895,5438.7601
000985.CSI,20200826,5498.5291,5374.439,5393.7227
000985.CSI,20200825,5531.3984,5464.9351,5482.9364
000985.CSI,20200824,5504.3667,5422.5314,5490.775
000985.CSI,20200821,5472.3449,5406.1606,5447.7167
000985.CSI,20200820,5462.7377,5386.234,5405.4483
000985.CSI,20200819,5559.7819,5471.1444,5474.6586
000985.CSI,20200818,5582.5687,5538.0524,5568.3863
000985.CSI,20200817,5560.8049,5441.3077,5547.4756
000985.CSI,20200814,5434.1028,5337.8278,5431.5442
000985.CSI,20200813,5396.9121,5348.2958,5366.5525
000985.CSI,20200812,5410.4769,5257.4506,5363.4444
000985.CSI,20200811,5539.9707,5407.8988,5414.8211
000985.CSI,20200810,5528.7585,5422.0007,5491.6292
000985.CSI,20200807,5519.5946,5383.4529,5469.8144
000985.CSI,20200806,5558.4317,5450.3596,5535.7074
000985.CSI,20200805,5555.7906,5458.59,5544.9637
000985.CSI,20200804,5557.1867,5486.3189,5512.5658
000985.CSI,20200803,5529.041,5441.7793,5529.0119
000985.CSI,20200731,5441.2164,5316.2429,5409.4558
000985.CSI,20200730,5400.408,5340.2779,5351.832
000985.CSI,20200729,5369.998,5210.393,5369.998
000985.CSI,20200728,5257.0627,5196.696,5235.6754
000985.CSI,20200727,5216.647,5130.5768,5183.8154
000985.CSI,20200724,5403.6874,5146.5775,5169.0744
000985.CSI,20200723,5431.4207,5283.6436,5417.9236
000985.CSI,20200722,5488.2178,5363.1854,5420.1051
000985.CSI,20200721,5405.1192,5341.384,5385.9746
000985.CSI,20200720,5362.6629,5201.2373,5362.6629
000985.CSI,20200717,5274.9024,5137.3873,5202.8155
000985.CSI,20200716,5478.8791,5173.3819,5178.8501
000985.CSI,20200715,5578.8199,5418.1689,5445.8282
000985.CSI,20200714,5612.6764,5451.6232,5550.2048
000985.CSI,20200713,5607.7745,5459.2403,5604.0072
000985.CSI,20200710,5524.7687,5432.7493,5452.8487
000985.CSI,20200709,5525.0203,5394.211,5513.8979
000985.CSI,20200708,5421.8219,5270.5432,5403.7472
000985.CSI,20200707,5394.14,5261.513,5301.9402
000985.CSI,20200706,5253.1594,5051.1669,5249.302
000985.CSI,20200703,5008.3497,4941.7285,5008.3497
000985.CSI,20200702,4934.338,4837.7108,4931.0958
000985.CSI,20200701,4849.4563,4791.7971,4849.456
000985.CSI,20200630,4801.2656,4743.4807,4792.7106
000985.CSI,20200629,4745.2321,4702.947,4721.121
000985.CSI,20200624,4760.1981,4733.0872,4748.3341
000985.CSI,20200623,4745.0943,4702.1712,4743.4515
000985.CSI,20200622,4747.1206,4711.9504,4725.9377
000985.CSI,20200619,4727.9794,4665.9745,4717.905
000985.CSI,20200618,4673.3974,4636.8511,4667.5844
000985.CSI,20200617,4656.2815,4621.8825,4655.9279
000985.CSI,20200616,4643.3252,4601.7437,4643.2158
000985.CSI,20200615,4623.0561,4566.5181,4566.5181
000985.CSI,20200612,4612.2652,4503.3151,4596.9649
000985.CSI,20200611,4649.8899,4572.4677,4592.138
000985.CSI,20200610,4626.1367,4601.0449,4624.6669
000985.CSI,20200609,4630.1902,4590.8803,4627.4363
000985.CSI,20200608,4632.3193,4593.1987,4598.6915
000985.CSI,20200605,4592.0279,4557.4627,4591.9647
000985.CSI,20200604,4590.3852,4558.4283,4578.8989
000985.CSI,20200603,4606.4943,4573.0298,4574.8764
000985.CSI,20200602,4585.2985,4554.5873,4574.126
000985.CSI,20200601,4568.6523,4473.3601,4564.2455
000985.CSI,20200529,4446.3062,4388.622,4439.0883
000985.CSI,20200528,4440.7593,4362.0167,4413.9104
000985.CSI,20200527,4445.7164,4404.253,4413.3213
000985.CSI,20200526,4444.5492,4388.6368,4443.2275
000985.CSI,20200525,4382.0901,4347.1221,4371.641
000985.CSI,20200522,4455.5742,4354.7309,4370.1505
000985.CSI,20200521,4517.2419,4454.5977,4462.1544
000985.CSI,20200520,4532.2737,4486.6408,4499.9099
000985.CSI,20200519,4534.0069,4509.5201,4533.7716
000985.CSI,20200518,4518.797,4470.038,4486.8457
000985.CSI,20200515,4516.4231,4477.7298,4491.4297
000985.CSI,20200514,4519.5077,4487.7452,4489.0183
000985.CSI,20200513,4539.0073,4490.0958,4533.7701
000985.CSI,20200512,4517.6872,4467.9553,4516.0825
000985.CSI,20200511,4550.8908,4488.5911,4511.0502
000985.CSI,20200508,4534.5094,4486.6446,4517.6819
000985.CSI,20200507,4493.7391,4460.7455,4471.0429
000985.CSI,20200506,4481.2364,4381.4326,4480.6443
000985.CSI,20200430,4437.4723,4371.622,4426.3435
000985.CSI,20200429,4378.5721,4325.1173,4352.4535
000985.CSI,20200428,4366.011,4240.5631,4346.0849
000985.CSI,20200427,4388.9439,4332.5291,4357.5049
000985.CSI,20200424,4405.163,4339.0545,4351.551
000985.CSI,20200423,4441.6774,4406.5063,4409.3294
000985.CSI,20200422,4426.6549,4351.6206,4426.6549
000985.CSI,20200421,4410.2319,4348.8659,4388.3064
000985.CSI,20200420,4427.8111,4387.7293,4427.6936
000985.CSI,20200417,4423.2237,4384.4471,4391.6037
000985.CSI,20200416,4375.4012,4322.8826,4368.8382
000985.CSI,20200415,4388.8153,4346.8323,4350.6874
000985.CSI,20200414,4378.0919,4306.1221,4378.0732
000985.CSI,20200413,4312.6562,4270.6287,4290.7739
000985.CSI,20200410,4396.497,4308.4022,4319.3555
000985.CSI,20200409,4396.1286,4368.4127,4385.6788
000985.CSI,20200408,4371.8461,4334.6737,4357.0256
000985.CSI,20200407,4366.7834,4315.1544,4362.2588
000985.CSI,20200403,4278.2026,4227.5877,4244.7389
000985.CSI,20200402,4269.752,4162.6886,4269.752
000985.CSI,20200401,4252.3823,4179.1736,4185.8063
000985.CSI,20200331,4238.4825,4191.6355,4202.2546
000985.CSI,20200330,4217.9619,4148.6127,4190.8586
000985.CSI,20200327,4322.6381,4256.5986,4257.797
000985.CSI,20200326,4307.5361,4249.2534,4263.539
000985.CSI,20200325,4305.6759,4253.9524,4297.5253
000985.CSI,20200324,4196.1177,4083.8581,4189.8604
000985.CSI,20200323,4183.5852,4085.0945,4095.3356
000985.CSI,20200320,4263.4594,4184.1858,4257.0007
000985.CSI,20200319,4228.7607,4086.3448,4195.4504
000985.CSI,20200318,4372.321,4206.6217,4206.6217
000985.CSI,20200317,4366.5244,4158.4956,4283.7656
000985.CSI,20200316,4515.5712,4286.5596,4296.9017
000985.CSI,20200313,4536.7618,4326.7983,4494.55
000985.CSI,20200312,4591.8936,4512.0181,4547.2386
000985.CSI,20200311,4719.2304,4637.0447,4637.0447
000985.CSI,20200310,4698.7548,4516.5469,4698.095
000985.CSI,20200309,4697.3726,4592.5154,4592.9777
000985.CSI,20200306,4792.657,4751.256,4764.2397
000985.CSI,20200305,4820.5663,4740.0482,4812.5476
000985.CSI,20200304,4721.9137,4644.7487,4721.6619
000985.CSI,20200303,4773.8949,4661.8467,4696.9859
000985.CSI,20200302,4678.6811,4534.6081,4655.5691
000985.CSI,20200228,4623.9124,4489.284,4492.9979
000985.CSI,20200227,4749.0722,4665.4893,4704.9752
000985.CSI,20200226,4783.3936,4679.5807,4694.3945
000985.CSI,20200225,4790.7111,4617.7803,4784.1224
000985.CSI,20200224,4796.2846,4712.9193,4780.2597
000985.CSI,20200221,4785.772,4705.9137,4751.46
000985.CSI,20200220,4718.9268,4613.4177,4716.2985
000985.CSI,20200219,4668.2176,4615.1731,4618.0117
000985.CSI,20200218,4640.7246,4582.7803,4640.6236
000985.CSI,20200217,4612.9856,4508.0317,4612.9808
000985.CSI,20200214,4515.8245,4454.632,4487.7806
000985.CSI,20200213,4518.0785,4455.6853,4468.1981
000985.CSI,20200212,4502.1905,4427.5204,4502.1905
000985.CSI,20200211,4467.3369,4416.5868,4442.5754
000985.CSI,20200210,4435.8348,4368.844,4434.6278
000985.CSI,20200207,4397.2108,4328.4469,4397.2108
000985.CSI,20200206,4392.2465,4252.5559,4376.6931
000985.CSI,20200205,4315.7809,4206.532,4273.0386
000985.CSI,20200204,4200.5069,4009.4607,4192.9719
000985.CSI,20200203,4159.1991,4084.8099,4121.6017
000985.CSI,20200123,4618.6714,4450.5617,4488.9669
000985.CSI,20200122,4655.2627,4541.1181,4641.9949
000985.CSI,20200121,4670.1502,4618.6106,4619.5325
000985.CSI,20200120,4684.6292,4628.7861,4684.6292
000985.CSI,20200117,4667.599,4626.0791,4637.2692
000985.CSI,20200116,4664.3772,4633.3781,4641.216
000985.CSI,20200115,4675.2399,4630.3472,4654.9235
000985.CSI,20200114,4702.4479,4670.8465,4672.6528
000985.CSI,20200113,4685.4576,4615.2848,4685.4576
000985.CSI,20200110,4656.2064,4615.0004,4633.4242
000985.CSI,20200109,4639.8593,4610.8238,4639.8593
000985.CSI,20200108,4627.314,4563.8646,4575.36
000985.CSI,20200107,4633.3173,4593.3583,4633.3173
000985.CSI,20200106,4622.612,4546.6227,4585.9507
000985.CSI,20200103,4590.0443,4555.8472,4576.5448
000985.CSI,20200102,4581.2423,4524.4394,4571.7222
000985.CSI,20191231,4501.1106,4470.0873,4500.1258
000985.CSI,20191230,4480.7144,4387.1344,4480.3495
000985.CSI,20191227,4483.4108,4426.2348,4428.6846
000985.CSI,20191226,4446.553,4410.8524,4446.553
000985.CSI,20191225,4420.5357,4390.5896,4410.823
000985.CSI,20191224,4402.3099,4355.879,4402.063
000985.CSI,20191223,4431.9562,4350.9156,4353.553
000985.CSI,20191220,4468.0621,4425.4964,4426.5828
000985.CSI,20191219,4462.4836,4438.9082,4454.7795
000985.CSI,20191218,4475.2859,4440.5443,4450.002
000985.CSI,20191217,4474.8639,4395.3413,4454.7921
000985.CSI,20191216,4397.0003,4349.6058,4396.9993
000985.CSI,20191213,4352.802,4310.6778,4350.4704
000985.CSI,20191212,4297.4728,4277.2251,4280.6118
000985.CSI,20191211,4301.4672,4276.6729,4290.4536
000985.CSI,20191210,4296.11,4266.4962,4296.0324
000985.CSI,20191209,4294.003,4272.1049,4282.4584
000985.CSI,20191206,4280.5132,4247.3735,4280.5132
000985.CSI,20191205,4257.4018,4223.3816,4252.4572
000985.CSI,20191204,4219.9089,4195.6256,4214.5169
000985.CSI,20191203,4213.9919,4166.8168,4213.9919
000985.CSI,20191202,4212.3573,4184.9699,4194.2022
000985.CSI,20191129,4208.834,4155.9293,4186.1794
000985.CSI,20191128,4232.4131,4196.0764,4205.7816
000985.CSI,20191127,4237.0968,4201.6332,4219.4443
000985.CSI,20191126,4241.66,4210.6615,4226.8877
000985.CSI,20191125,4226.1934,4182.9691,4222.5308
000985.CSI,20191122,4294.8984,4193.4437,4212.9317
000985.CSI,20191121,4271.4282,4242.3462,4257.1086
000985.CSI,20191120,4304.8281,4263.9739,4269.601
000985.CSI,20191119,4304.1175,4242.9712,4304.1175
000985.CSI,20191118,4250.9987,4206.5274,4246.9159
000985.CSI,20191115,4263.7773,4216.2924,4216.2924
000985.CSI,20191114,4265.1261,4234.8173,4254.6629
000985.CSI,20191113,4248.0936,4221.5248,4237.7753
000985.CSI,20191112,4250.1459,4203.6686,4244.0504
000985.CSI,20191111,4304.0304,4233.6741,4239.607
000985.CSI,20191108,4376.8546,4327.3397,4329.0099
000985.CSI,20191107,4356.1115,4320.8445,4346.0541
000985.CSI,20191106,4359.0724,4315.4855,4328.7543
000985.CSI,20191105,4379.2019,4321.3524,4358.0046
000985.CSI,20191104,4350.1905,4322.1549,4336.1881
000985.CSI,20191101,4314.4844,4239.0868,4311.0529
000985.CSI,20191031,4291.1502,4248.5625,4253.9246
000985.CSI,20191030,4299.4638,4267.2149,4275.8767
000985.CSI,20191029,4349.2829,4309.4696,4309.4696
000985.CSI,20191028,4346.5795,4304.579,4346.5578
000985.CSI,20191025,4293.9789,4234.1133,4289.7415
000985.CSI,20191024,4276.1857,4235.133,4259.9419
000985.CSI,20191023,4296.712,4253.6364,4263.3019
000985.CSI,20191022,4293.243,4260.0836,4292.534
000985.CSI,20191021,4263.3326,4230.1845,4260.578
000985.CSI,20191018,4338.4142,4254.9754,4261.8293
000985.CSI,20191017,4335.554,4308.65,4320.6716
000985.CSI,20191016,4362.1372,4318.6969,4321.7002
000985.CSI,20191015,4369.7945,4332.6226,4340.1385
000985.CSI,20191014,4399.7844,4349.2443,4376.8539
000985.CSI,20191011,4336.19,4280.4864,4322.1604
000985.CSI,20191010,4298.4502,4241.4132,4296.6821
000985.CSI,20191009,4250.4762,4194.148,4250.4762
000985.CSI,20191008,4261.8942,4219.4511,4229.6871
000985.CSI,20190930,4268.7885,4214.3958,4214.3958
000985.CSI,20190927,4269.9172,4233.3347,4259.7785
000985.CSI,20190926,4329.2019,4236.9862,4236.9953
000985.CSI,20190925,4350.134,4311.006,4311.006
000985.CSI,20190924,4399.2318,4348.5111,4366.9475
000985.CSI,20190923,4386.0742,4325.9221,4354.3979
000985.CSI,20190920,4408.4916,4382.3186,4398.2368
000985.CSI,20190919,4388.8838,4344.3001,4388.8838
000985.CSI,20190918,4370.9377,4346.7342,4358.2475
000985.CSI,20190917,4422.3424,4332.1323,4346.2085
000985.CSI,20190916,4447.5043,4416.4007,4433.1228
000985.CSI,20190912,4439.1898,4392.9607,4433.9333
000985.CSI,20190911,4442.5249,4392.153,4398.0238
000985.CSI,20190910,4440.7026,4402.699,4429.0868
000985.CSI,20190909,4436.6134,4392.286,4436.6134
000985.CSI,20190906,4378.6353,4345.3668,4376.6621
000985.CSI,20190905,4399.0745,4338.1183,4355.5534
000985.CSI,20190904,4314.0952,4269.7878,4314.0952
000985.CSI,20190903,4278.9177,4253.5201,4278.9177
000985.CSI,20190902,4267.0731,4186.7194,4261.5693
000985.CSI,20190830,4238.8437,4163.7281,4184.7843
000985.CSI,20190829,4219.6255,4189.8087,4204.1281
000985.CSI,20190828,4226.131,4196.4803,4210.1121
000985.CSI,20190827,4248.8742,4181.0886,4221.4345
000985.CSI,20190826,4168.4853,4122.4889,4156.7432
000985.CSI,20190823,4211.3719,4178.109,4201.7242
000985.CSI,20190822,4188.6189,4159.1024,4187.4966
000985.CSI,20190821,4185.554,4162.8205,4174.076
000985.CSI,20190820,4195.8002,4165.7338,4175.6129
000985.CSI,20190819,4174.705,4092.3668,4174.705
000985.CSI,20190816,4096.1124,4044.7665,4068.2487
000985.CSI,20190815,4049.17,3946.3246,4049.17
000985.CSI,20190814,4069.6899,4030.4405,4033.8761
000985.CSI,20190813,4026.9144,4000.5942,4012.5578
000985.CSI,20190812,4042.2314,3974.6549,4042.2314
000985.CSI,20190809,4035.7878,3965.3852,3971.5278
000985.CSI,20190808,4020.308,3994.2364,4013.8661
000985.CSI,20190807,4015.7949,3972.8097,3972.8097
000985.CSI,20190806,4002.6876,3912.2663,3988.3511
000985.CSI,20190805,4130.2134,4059.7521,4059.7521
000985.CSI,20190802,4130.122,4091.9262,4124.285
000985.CSI,20190801,4213.0316,4170.9222,4186.1292
000985.CSI,20190731,4235.8027,4209.3158,4214.7186
000985.CSI,20190730,4270.6004,4233.4255,4247.247
000985.CSI,20190729,4239.4248,4213.3079,4228.4597
000985.CSI,20190726,4236.0806,4205.0528,4231.3895
000985.CSI,20190725,4224.5722,4192.1378,4224.5299
000985.CSI,20190724,4219.8025,4172.566,4199.8162
000985.CSI,20190723,4159.7263,4130.9168,4159.7263
000985.CSI,20190722,4205.6706,4123.0756,4133.4469
000985.CSI,20190719,4227.3931,4181.3672,4199.3162
000985.CSI,20190718,4205.927,4165.0736,4165.0736
000985.CSI,20190717,4238.1978,4204.6257,4221.5603
000985.CSI,20190716,4234.4559,4211.2814,4222.117
000985.CSI,20190715,4247.335,4132.3183,4228.4917
000985.CSI,20190712,4208.5453,4161.5204,4198.0805
000985.CSI,20190711,4228.9103,4163.1513,4178.8775
000985.CSI,20190710,4212.8777,4166.5433,4180.3038
000985.CSI,20190709,4209.0253,4168.2892,4198.8071
000985.CSI,20190708,4304.3783,4175.8256,4198.2378
000985.CSI,20190705,4327.9338,4284.2334,4319.9519
000985.CSI,20190704,4337.2334,4281.4285,4300.9614
000985.CSI,20190703,4354.9918,4304.7455,4320.9568
000985.CSI,20190702,4373.2249,4350.6672,4366.2241
000985.CSI,20190701,4367.708,4306.8665,4367.708
000985.CSI,20190628,4272.1505,4218.8055,4244.0837
000985.CSI,20190627,4294.2933,4246.8088,4275.7964
000985.CSI,20190626,4256.6411,4207.2185,4235.8008
000985.CSI,20190625,4281.6289,4192.3382,4242.4985
000985.CSI,20190624,4296.9702,4267.0213,4286.1366
000985.CSI,20190621,4296.5685,4259.5986,4282.0683
000985.CSI,20190620,4262.0029,4139.8072,4246.828
000985.CSI,20190619,4202.6788,4145.596,4146.928
000985.CSI,20190618,4106.3762,4064.0482,4091.9298
000985.CSI,20190617,4113.1725,4073.5311,4086.0354
000985.CSI,20190614,4163.862,4082.0599,4086.1272
000985.CSI,20190613,4155.4801,4105.777,4144.8156
000985.CSI,20190612,4167.8527,4128.7505,4137.1965
000985.CSI,20190611,4166.3786,4035.7773,4163.9471
000985.CSI,20190610,4043.3864,3978.7463,4029.5323
000985.CSI,20190606,4045.9518,3970.1616,3980.9375
000985.CSI,20190605,4091.5097,4041.2762,4046.6552
000985.CSI,20190604,4097.0157,4029.1057,4048.2739
000985.CSI,20190603,4157.9958,4080.0485,4097.7721
000985.CSI,20190531,4165.452,4116.7898,4123.5126
000985.CSI,20190530,4144.1207,4094.3644,4133.9897
000985.CSI,20190529,4190.7384,4130.7728,4159.968
000985.CSI,20190528,4185.7736,4126.7727,4159.7503
000985.CSI,20190527,4145.4735,4034.3216,4136.6456
000985.CSI,20190524,4097.535,4045.7907,4056.5371
000985.CSI,20190523,4134.7235,4060.128,4068.8053
000985.CSI,20190522,4187.9749,4129.1942,4152.6457
000985.CSI,20190521,4189.6384,4096.0365,4173.0768
000985.CSI,20190520,4132.4251,4053.811,4108.3489
000985.CSI,20190517,4264.8544,4119.7684,4134.6304
000985.CSI,20190516,4266.5075,4223.513,4261.6826
000985.CSI,20190515,4248.5297,4178.4544,4238.4613
000985.CSI,20190514,4187.2705,4124.8584,4144.9588
000985.CSI,20190513,4206.0126,4155.9393,4173.6024
000985.CSI,20190510,4226.8731,4054.0482,4226.0236
000985.CSI,20190509,4134.3653,4068.734,4076.6312
000985.CSI,20190508,4199.2716,4079.1891,4135.5531
000985.CSI,20190507,4197.0494,4110.8203,4175.3955
000985.CSI,20190506,4277.3816,4093.2125,4127.6469
000985.CSI,20190430,4442.6849,4376.2651,4422.4888
000985.CSI,20190429,4476.1609,4377.8611,4393.831
000985.CSI,20190426,4527.1131,4459.1322,4460.6782
000985.CSI,20190425,4649.8114,4517.5979,4518.3578
000985.CSI,20190424,4661.5078,4578.2144,4661.452
000985.CSI,20190423,4688.3831,4617.8395,4630.5811
000985.CSI,20190422,4766.0185,4660.9599,4674.1452
000985.CSI,20190419,4756.5559,4673.4345,4756.5415
000985.CSI,20190418,4744.48,4699.4061,4711.3226
000985.CSI,20190417,4757.0716,4697.8101,4733.7199
000985.CSI,20190416,4713.1506,4557.173,4713.1506
000985.CSI,20190415,4727.9464,4602.0876,4603.3171
000985.CSI,20190412,4653.4071,4598.1497,4632.0095
000985.CSI,20190411,4747.0557,4634.6943,4639.4026
000985.CSI,20190410,4773.5926,4681.5846,4735.9196
000985.CSI,20190409,4742.7657,4687.1182,4732.1195
000985.CSI,20190408,4784.0014,4657.8832,4715.0828
000985.CSI,20190404,4741.7914,4680.7713,4727.6658
000985.CSI,20190403,4696.0651,4600.9723,4693.0868
000985.CSI,20190402,4670.1146,4622.6529,4640.3117
000985.CSI,20190401,4635.6189,4521.3385,4630.3682
000985.CSI,20190329,4489.2805,4341.5068,4487.7157
000985.CSI,20190328,4401.842,4336.9763,4340.1599
000985.CSI,20190327,4379.4898,4309.5883,4379.4898
000985.CSI,20190326,4456.9811,4327.2191,4338.5646
000985.CSI,20190325,4490.0761,4415.7678,4424.2887
000985.CSI,20190322,4504.4175,4426.8683,4499.5413
000985.CSI,20190321,4523.519,4456.3436,4491.1383
000985.CSI,20190320,4477.9812,4395.7619,4463.5506
000985.CSI,20190319,4488.4122,4438.4369,4465.179
000985.CSI,20190318,4466.5464,4332.8241,4466.5464
000985.CSI,20190315,4391.091,4312.0708,4351.4316
000985.CSI,20190314,4382.3478,4255.68,4293.6034
000985.CSI,20190313,4445.1625,4347.6497,4371.1871
000985.CSI,20190312,4483.9211,4382.1376,4439.9474
000985.CSI,20190311,4379.0075,4254.2558,4378.6061
000985.CSI,20190308,4417.5259,4249.3941,4249.7323
000985.CSI,20190307,4469.6522,4369.8239,4429.1006
000985.CSI,20190306,4422.5976,4333.5655,4418.6128
000985.CSI,20190305,4355.4182,4258.6643,4355.3339
000985.CSI,20190304,4368.6368,4242.9185,4283.1606
000985.CSI,20190301,4215.7026,4138.5388,4215.7026
000985.CSI,20190228,4185.0162,4132.822,4153.511
000985.CSI,20190227,4217.2886,4107.5368,4153.4927
000985.CSI,20190226,4244.1682,4152.1454,4163.0341
